QA/QC ?,Monitoring Session ,Date Processed,Processed by,Location,Propagule ID,Dead/Alive/Dying,Plumule color,Hypocotyl color,Epicotyl length (cm),Treatment,Mainstem leaf count,Total leaf count,Mainstem leaf node count,Total leaf node count,Condition,Notes,Date entered,Data entered by
Y,15,1/5/2022,"HAS, KH",11B,728,D,NA,BL,NA,TP,NA,NA,NA,NA,Dead,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,704,D,NA,BL,NA,CC,NA,NA,NA,NA,Dead,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,701,D,NA,BL,NA,CC,NA,NA,NA,NA,Dead,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,703,D,NA,BL,NA,TP,NA,NA,NA,NA,Dead,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,716,D,NA,BL,NA,TP,NA,NA,NA,NA,Dead,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,715,D,NA,BL,1.1,TP,NA,NA,NA,NA,Dead,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,702,DY,NA,BLG,NA,BB,NA,NA,NA,NA,W,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,718,D,NA,BL,NA,BB,NA,NA,NA,NA,Dead,broken in half,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,667,A,NA,BLG,NA,CC,NA,NA,NA,NA,W,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,724,A,NA,G,NA,BB,NA,NA,NA,NA,D,broken in half but healthy,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,706,A,NA,BLG,NA,TP,NA,NA,NA,NA,W,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,708,A,NA,BLG,NA,BB,NA,NA,NA,NA,W,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,721,A,NA,BLG,NA,BB,NA,NA,NA,NA,W,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,731,A,NA,G,1.1,TP,NA,NA,NA,NA,D,epicotyle broken,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,710,A,G,G,1.8,CC,2,2,1,1,H,starting a second epicotyle,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,720,A,G,G,10.3,CC,8,8,4,4,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,705,A,G,G,7.5,BB,6,6,3,3,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,717,A,G,G,11.6,CC,6,6,3,3,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,719,A,G,G,15.5,TP,6,6,3,3,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,725,A,G,G,14.5,CC,10,10,5,5,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,726,A,G,G,3,TP,2,2,1,1,H,has two epicotyles,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,723,A,G,G,2.7,TP,2,2,1,1,H,has two epicotyles,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,730,A,G,G,14.1,BB,6,6,3,3,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,711,A,G,G,10.9,CC,6,6,3,3,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,714,A,G,G,8.6,BB,6,6,3,3,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,661,A,G,YG,8.2,CC,7,7,4,4,H,two bottom leaves are thick ,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,729,A,G,G,11.2,BB,6,6,3,3,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,713,A,G,G,7.2,BB,4,4,2,2,H,some sun damage on leaves ,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,709,A,G,G,9,CC,6,6,3,3,P,Herbivory,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11B,712,A,G,G,15.6,TP,8,8,4,4,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,627,D,B,BL,0.4,TP,NA,NA,NA,NA,Dead,Epicotyle broken,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,629,D,NA,BL,NA,CC,NA,NA,NA,NA,Dead,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,624,D,NA,BL,NA,CC,NA,NA,NA,NA,Dead,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,653,D,NA,BL,NA,CC,NA,NA,NA,NA,Dead,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,637,DY,B,BLG,7.3,BB,NA,NA,NA,NA,W,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,628,DY,B,BLG,5.4,TP,NA,NA,NA,NA,W,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,645,DY,B,BLG,NA,TP,NA,NA,NA,NA,W,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,617,DY,B,BLG,NA,TP,NA,NA,NA,NA,W,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,622,DY,B,BLG,0.5,TP,NA,NA,NA,NA,W,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,616,A,NA,G,NA,BB,NA,NA,NA,NA,D,Epicotyle cut off,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,635,A,NA,G,NA,TP,NA,NA,NA,NA,D,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,649,A,NA,G,NA,BB,NA,NA,NA,NA,D,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,651,A,NA,G,NA,TP,NA,NA,NA,NA,D,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,618,A,NA,G,NA,BB,NA,NA,NA,NA,D,"epicotyle cut off, some new growth ",4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,639,A,B,G,1.8,BB,0,0,1,1,W,"epicotyle black, hypocotyle bent ",4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,623,A,G,G,16.8,TP,8,10,4,6,H,"Has 3 plumles, 2 side shoots",4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,610,A,G,G,17.5,BB,8,8,4,4,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,602,A,G,G,9.3,CC,6,6,4,4,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,614,A,G,G,7.3,BB,4,4,2,2,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,647,A,G,G,17.7,CC,8,8,4,4,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,620,A,G,G,16.6,CC,8,8,4,4,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,608,A,G,G,21,TP,5,5,3,3,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,641,A,G,G,6.4,CC,6,6,3,3,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,554,A,G,G,19.1,BB,8,8,4,4,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,633,A,G,G,12,BB,8,8,4,4,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,612,A,G,G,16.1,CC,8,8,4,4,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,625,A,G,Y,9.9,CC,4,4,3,3,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,606,A,G,G,11.2,CC,6,6,3,3,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,631,A,G,G,12,TP,6,6,3,3,H,,4/3/2022,LP
Y,15,1/5/2022,"HAS, KH",11C,655,DY,B,BLG,3.7,BB,0,0,1,1,W,,4/3/2022,LP
Y,15,1/5/2022,AND/LP,10C,594,D,NA,B,NA,BB,0,0,0,0,Dead,NO PLUM,,LP
Y,15,1/5/2022,AND/LP,10C,609,D,NA,B,NA,BB,0,0,0,0,Dead,NO PLUM,,LP
Y,15,1/5/2022,AND/LP,10C,604,A,B,BG,0.4,BB,0,0,1,1,W,,,LP
Y,15,1/5/2022,AND/LP,10C,603,A,B,BG,0.4,BB,0,0,1,1,W,,,LP
Y,15,1/5/2022,AND/LP,10C,591,A,B,BG,0.3,TP,0,0,1,1,W,,,LP
Y,15,1/5/2022,AND/LP,10C,605,A,B,BG,0.2,TP,0,0,1,1,W,,,LP
Y,15,1/5/2022,AND/LP,10C,580,A,B,BG,6.2,BB,0,0,1,1,W,,,LP
Y,15,1/5/2022,AND/LP,10C,595,A,B,BG,5.4,TP,0,0,1,1,W,,,LP
Y,15,1/5/2022,AND/LP,10C,584,A,NA,G,NA,TP,0,0,0,0,D,plumule broken,,LP
Y,15,1/5/2022,AND/LP,10C,566,A,NA,G,NA,TP,0,0,0,0,D,plumule broken,,LP
Y,15,1/5/2022,AND/LP,10C,621,A,G,G,18.2,CC,6,6,3,3,D,sun damage on leaf,,LP
Y,15,1/5/2022,AND/LP,10C,601,A,G,G,13.1,TP,8,8,4,4,H,,,LP
Y,15,1/5/2022,AND/LP,10C,578,A,G,G,12.8,TP,6,6,3,3,H,,,LP
Y,15,1/5/2022,AND/LP,10C,607,A,G,G,9.9,BB,6,6,3,3,H,,,LP
Y,15,1/5/2022,AND/LP,10C,597,A,G,G,10.5,CC,6,6,3,3,H,,,LP
Y,15,1/5/2022,AND/LP,10C,596,A,G,G,9.8,CC,6,6,3,3,H,,,LP
Y,15,1/5/2022,AND/LP,10C,590,A,G,G,12.3,CC,6,6,3,3,H,,,LP
Y,15,1/5/2022,AND/LP,10C,593,A,G,G,11.3,CC,6,6,3,3,H,,,LP
Y,15,1/5/2022,AND/LP,10C,592,A,G,G,18.8,BB,6,6,3,3,H,,,LP
Y,15,1/5/2022,AND/LP,10C,619,A,G,G,11.6,BB,5,5,3,3,H,,,LP
Y,15,1/5/2022,AND/LP,10C,613,A,G,G,10.4,CC,6,6,3,3,H,,,LP
Y,15,1/5/2022,AND/LP,10C,598,A,G,G,18.9,TP,8,8,4,4,H,,,LP
Y,15,1/5/2022,AND/LP,10C,557,A,G,G,10.6,CC,6,6,3,3,H,,,LP
Y,15,1/5/2022,AND/LP,10C,582,A,G,G,11.2,CC,6,6,3,3,H,,,LP
Y,15,1/5/2022,AND/LP,10C,611,A,G,G,21,TP,12,12,4,4,H,side shoots,,LP
Y,15,1/5/2022,AND/LP,10C,615,A,G,G,15.5,CC,6,6,3,3,H,,,LP
Y,15,1/5/2022,AND/LP,10C,599,A,G,G,7.5,CC,6,6,3,3,H,,,LP
Y,15,1/5/2022,AND/LP,10C,600,A,G,G,12.2,BB,8,8,4,4,H,,,LP
Y,15,1/5/2022,AND/LP,10C,588,A,G,G,18.7,TP,10,10,4,4,H,1 side shoot,,LP
Y,15,1/5/2022,AND/LP,10C,586,A,G,G,9.5,BB,6,6,3,3,H,,,LP
Y,16,1/11/2022,"HAS, LU",10A,624,D,NA,BL,NA,CC,NA,NA,NA,NA,Dead,shriveled,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,653,D,NA,BL,NA,CC,NA,NA,NA,NA,Dead,top chopped off,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,629,D,NA,BL,NA,CC,NA,NA,NA,NA,Dead,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,637,DY,BL,BLG,7.1,BB,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,627,D,B,BL,0.2,TP,NA,NA,NA,NA,Dead,white deposit on base,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,645,DY,NA,BLG,N,TP,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,617,DY,B,BLG,0.1,TP,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,628,DY,B,BLG,5.2,TP,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,622,DY,B,BLG,0.3,TP,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,655,DY,B,BLG,3.6,BB,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,635,A,NA,G,NA,TP,NA,NA,NA,NA,H,top chopped off,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,651,A,NA,G,NA,TP,NA,NA,NA,NA,H,top chopped off,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,616,A,NA,G,NA,BB,NA,NA,NA,NA,H,top chopped off,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,649,A,NA,G,NA,BB,NA,NA,NA,NA,H,top chopped off,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,618,A,G,G,0.1,BB,NA,NA,NA,NA,H,"top chopped off, new growth",4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,639,A,B,G,1.7,BB,NA,NA,NA,NA,W,curled hypo,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,623,A,G,G,16.9,TP,8,12,4,6,H,two side shoots,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,608,A,G,G,21.1,TP,5,5,3,3,D,some black markings on leaf,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,631,A,G,G,12.5,TP,6,6,3,3,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,614,A,G,G,8,BB,4,4,2,2,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,554,A,G,G,16.5,BB,9,13,5,7,H,two side shoots w/two more forming,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,610,A,G,G,18.1,BB,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,633,A,G,G,12,BB,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,620,A,G,G,17.2,CC,8,8,4,4,H,two side shoots starting,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,606,A,G,G,11.6,CC,6,6,3,3,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,647,A,G,G,18.8,CC,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,641,A,G,G,7.1,CC,6,6,3,3,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,612,A,G,G,17.4,CC,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,602,A,G,G,10.1,CC,6,6,3,3,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10A,625,A,YG,G,10,CC,4,4,3,3,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,581,D,NA,B,NA,CC,NA,NA,NA,NA,Dead,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,577,D,NA,B,NA,TP,NA,NA,NA,NA,Dead,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,585,D,B,B,0.4,TP,NA,NA,NA,NA,Dead,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,626,DY,NA,BLG,NA,BB,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,561,DY,NA,BLG,NA,BB,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,564,DY,NA,BLG,NA,BB,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,575,DY,NA,BLG,NA,BB,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,560,DY,NA,G,NA,TP,NA,NA,NA,NA,W,CHOPPED HYPO,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,569,A,G,G,23.1,TP,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,552,A,G,G,13.8,TP,6,6,3,3,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,572,A,G,G,6,TP,4,4,3,3,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,573,A,G,G,10.2,TP,6,6,3,3,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,563,A,G,G,17.2,TP,5,5,3,3,H,plumule covered,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,553,A,G,YG,16.9,TP,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,558,A,G,G,14.8,TP,7,7,4,4,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,570,A,G,G,9.5,BB,6,6,4,4,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,583,A,G,G,10.1,BB,5,5,3,3,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,579,A,G,G,9.6,BB,6,6,3,3,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,556,A,G,G,5.6,BB,2,2,2,2,D,"plum covered, sun damage",4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,571,A,G,G,14.4,CC,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,559,A,G,G,12.9,CC,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,587,A,G,G,8.9,CC,6,6,3,3,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,568,A,G,YG,11.1,CC,7,7,4,4,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,576,A,G,G,7.9,CC,4,4,3,3,D,leaf damamge,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,565,A,G,G,14.8,CC,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,562,A,G,YG,14.6,CC,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,589,A,G,YG,7,CC,6,6,3,3,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,555,A,G,YG,12.7,CC,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,567,DY,NA,BLG,NA,BB,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/11/2022,"HAS, LU",10B,574,A,G,G,14.8,BB,6,6,3,3,H,plumule covered,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,634,DY,NA,BLG,NA,TP,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,677,DY,NA,BLG,NA,TP,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,663,DY,NA,BLG,NA,TP,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,640,DY,NA,BLG,NA,TP,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,657,D,B,BL,8.2,TP,NA,NA,NA,NA,Dead,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,685,A,G,G,12.1,TP,6,6,3,3,H,PLUM covered,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,658,A,G,G,15.7,TP,8,8,4,4,H,new growth starting,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,652,A,G,G,7.6,TP,6,6,3,3,H,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,673,A,G,G,18.5,TP,10,10,5,5,H,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,646,A,G,G,17.4,TP,9,11,5,5,H,"two side shoots, one w/leaves",4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,644,A,G,G,12.9,CC,8,8,4,4,H,black spot on base of hypo,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,656,A,G,G,13,CC,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,638,A,G,G,18,CC,8,8,4,4,H,some brown on hypo,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,632,A,G,YG,10.5,CC,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,664,A,G,YG,16,CC,10,10,5,5,H,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,727,A,G,YG,22,CC,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,660,A,G,G,8,CC,6,6,3,3,H,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,650,A,G,G,16.4,CC,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,659,A,G,G,11.8,CC,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,722,D,B,BL,0.3,CC,NA,NA,NA,NA,Dead,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,648,D,BL,BL,3.9,BB,NA,NA,NA,NA,Dead,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,669,DY,NA,BL,NA,BB,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,636,DY,BL,NA,0.2,BB,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,642,DY,NA,BLG,0.5,BB,NA,NA,NA,NA,W,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,671,A,G,G,9.1,BB,4,4,2,2,H,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,630,A,G,G,14,BB,6,6,3,3,H,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,679,A,G,G,10.9,BB,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,654,A,G,G,8.7,BB,6,6,3,3,H,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,662,A,G,G,14.5,BB,8,8,4,4,H,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",10C,643,A,G,G,9,BB,4,4,2,2,H,,4/28/2020,AJH
Y,16,1/13/2022,"HAS, LU",11C,604,DY,NA,BG,0.2,BB,NA,NA,NA,NA,W,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,580,DY,NA,BG,0.3,BB,NA,NA,NA,NA,W,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,603,DY,NA,BG,0.2,BB,NA,NA,NA,NA,W,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,609,D,NA,BL,NA,BB,NA,NA,NA,NA,Dead,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,594,D,NA,BL,0.1,BB,NA,NA,NA,NA,Dead,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,600,A,G,G,12,BB,8,8,4,4,H,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,619,A,G,G,10,BB,7,7,4,4,H,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,607,A,G,G,10.4,BB,6,6,3,3,H,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,586,A,G,G,9.6,BB,6,6,3,3,H,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,592,A,G,G,15.8,BB,8,8,4,4,H,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,596,A,G,G,11.2,CC,6,6,3,3,H,PLUM COVERED,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,590,A,G,G,11,CC,8,8,4,4,H,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,615,A,G,G,13.5,CC,8,8,4,4,H,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,613,A,G,G,10.8,CC,6,6,3,3,H,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,593,A,G,G,12.1,CC,6,6,3,3,H,plum covered,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,582,A,G,G,11.2,CC,6,6,3,3,H,plum covered,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,597,A,G,G,10,CC,6,6,3,3,H,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,599,A,G,G,5.7,CC,6,6,3,3,H,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,557,A,G,G,9.1,CC,8,8,4,4,H,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,621,A,G,G,16.2,CC,8,8,4,4,D,leaf damamge,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,598,A,G,G,19.5,TP,7,7,4,4,D,leaf damamge,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,578,A,G,G,11,TP,8,8,4,4,H,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,611,A,G,G,20.5,TP,8,12,4,6,H,2 side shoots,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,588,A,G,G,18.8,TP,8,10,4,5,H,2 side shoots,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,584,A,NA,G,NA,TP,NA,NA,NA,NA,W,hypo chopped off,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,605,DY,NA,BLG,NA,TP,NA,NA,NA,NA,W,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,591,DY,NA,BLG,0.2,TP,NA,NA,NA,NA,W,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,595,DY,B,BLG,5.4,TP,NA,NA,NA,NA,W,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,566,DY,NA,B,NA,TP,NA,NA,NA,NA,W,,4/29/2022,AJH
Y,16,1/13/2022,"HAS, LU",11C,601,A,G,G,13.7,TP,8,8,4,4,H,,4/29/2022,AJH
Y,18,1/24/2022,"AND, TT",10A,672,D,NA,B,NA,TP,NA,NA,NA,NA,Dead,,4/23/2022,AJH
Y,18,1/24/2022,"AND, TT",10A,690,D,B,B,0.3,CC,NA,NA,1,1,Dead,,4/18/2022,AJH
Y,18,1/24/2022,"AND, TT",10A,696,D,B,B,0.4,CC,NA,NA,1,1,Dead,,4/18/2022,AJH
Y,18,1/24/2022,"AND, TT",10A,700,D,B,B,0.6,CC,NA,NA,1,1,Dead,,4/18/2022,AJH
Y,18,1/24/2022,"AND, TT",10A,688,D,B,B,2.2,CC,NA,NA,1,1,Dead,,4/18/2022,AJH
Y,18,1/24/2022,"AND, TT",10A,694,A,NA,BG,NA,BB,NA,NA,NA,NA,W,,4/18/2022,AJH
Y,18,1/24/2022,"AND, TT",10A,697,A,NA,BG,NA,CC,NA,NA,NA,NA,W,,4/18/2022,AJH
Y,18,1/24/2022,"AND, TT",10A,692,A,B,BG,0.4,BB,NA,NA,1,1,W,,4/18/2022,AJH
Y,18,1/24/2022,"AND, TT",10A,698,A,B,BG,1.5,TP,NA,NA,1,1,W,,4/18/2022,AJH
Y,18,1/24/2022,"AND, TT",10A,707,A,B,BG,1,BB,NA,NA,1,1,W,,4/18/2022,AJH
Y,18,1/24/2022,"AND, TT",10A,674,A,B,BG,1.5,BB,NA,NA,1,1,W,,4/18/2022,AJH
Y,18,1/24/2022,"AND, TT",10A,687,A,B,BG,0.4,TP,NA,NA,1,1,W,,4/18/2022,AJH
